id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion
3600;Perifiton;Geminella sp.1;;;Geminella;Ulotrichaceae;Ulotrichales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;
3601;Perifiton;Gloeocapsa sp.1;;Gleocapsa sp.1;Gloeocapsa;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3602;Perifiton;Gloeocystis sp.1;;;Gloeocystis;Radiococcaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3603;Perifiton;Gloeothece sp.1;;;Gloeothece;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3604;Perifiton;Gomontiellaceae N.D.;;;Gomontiellaceae N.D.;Gomontiellaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3605;Perifiton;Gomphoneis acuminatum;;;Gomphoneis;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3606;Perifiton;Gomphoneis elegans;;;Gomphoneis;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3607;Perifiton;Gomphoneis eriense;;;Gomphoneis;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3608;Perifiton;Gomphoneis minuta;;;Gomphoneis;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3609;Perifiton;Gomphoneis tumida;;;Gomphoneis;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3610;Perifiton;Gomphonema acuminatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3611;Perifiton;Gomphonema affine;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3612;Perifiton;Gomphonema angustatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3613;Perifiton;Gomphonema augur;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3614;Perifiton;Gomphonema bavaricum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3615;Perifiton;Gomphonema clavatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3616;Perifiton;Gomphonema clevei;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3617;Perifiton;Gomphonema gracile;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3618;Perifiton;Gomphonema hebridense;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3619;Perifiton;Gomphonema intricatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3620;Perifiton;Gomphonema micropus;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3621;Perifiton;Gomphonema minutum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3622;Perifiton;Gomphonema montanum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3623;Perifiton;Gomphonema olivaceoides;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3624;Perifiton;Gomphonema olivaceum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3625;Perifiton;Gomphonema parvulum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3626;Perifiton;Gomphonema productum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3627;Perifiton;Gomphonema rhombicum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3628;Perifiton;Gomphonema sp.;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3629;Perifiton;Gomphonema sp.1;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3630;Perifiton;Gomphonema sp.2;;Gomphonema sp. 2;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3631;Perifiton;Gomphonema sp.3;;Gomphonema sp. 3;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3632;Perifiton;Gomphonema sp.4;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3633;Perifiton;Gomphonema sp.5;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3634;Perifiton;Gomphonema sp.6;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3635;Perifiton;Gomphonema sp.7;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3636;Perifiton;Gomphonema subclavatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3637;Perifiton;Gomphonema truncatum;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3638;Perifiton;Gomphonema vibrio;;;Gomphonema;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3639;Perifiton;Gomphonemataceae N.D.;;;Gomphonemataceae N.D.;Gomphonemataceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3640;Perifiton;Gomphosphaeria aponina;;;Gomphosphaeria;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3641;Perifiton;Gomphosphaeria lacustris;;;Gomphosphaeria;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3642;Perifiton;Gomphosphaeria naegeliana;;;Gomphosphaeria;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3643;Perifiton;Gomphosphaeria sp.1;;;Gomphosphaeria;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3644;Perifiton;Gonatozygon monotaenium;;;Gonatozygon;Gonatozygaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3645;Perifiton;Gonatozygon sp.1;;;Gonatozygon;Gonatozygaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3646;Perifiton;Gymnodinium sp.1;;Gymnodinium sp1;Gymnodinium;Gymnodiniaceae;Gymnodiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;
3647;Perifiton;Gyrosigma scalproides;;Girosigma scalproides;Gyrosigma;Pleurosigmataceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3648;Perifiton;Gyrosigma sp.;;;Gyrosigma;Pleurosigmataceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3649;Perifiton;Gyrosigma sp.1;;;Gyrosigma;Pleurosigmataceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3650;Perifiton;Gyrosigma sp.2;;;Gyrosigma;Pleurosigmataceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3651;Perifiton;Hannaea arcus;;;Hannaea;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3652;Perifiton;Hannaea sp.;;;Hannaea;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3653;Perifiton;Hannaea sp.1;;;Hannaea;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3654;Perifiton;Hannaea sp.2;;;Hannaea;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3655;Perifiton;Hantzschia abundans;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3656;Perifiton;Hantzschia amphioxys;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3657;Perifiton;Hantzschia sp.;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3658;Perifiton;Hantzschia sp.1;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3659;Perifiton;Hantzschia sp.2;;Hantzschia sp. 2;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3660;Perifiton;Hantzschia sp.4;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3661;Perifiton;Hantzschia virgata;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3662;Perifiton;Hippodonta capitata;;;Hippodonta;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3663;Perifiton;Hyalotheca sp.1;;;Hyalotheca;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3664;Perifiton;Kobayasiella subtilissima;;Kobayasia subtilissima;Kobayasiella;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3665;Perifiton;Lecane sp.2;;;Lecane;Lecanidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;
3666;Perifiton;Lepadella sp.;;;Lepadella;Lepadellidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;
3667;Perifiton;Lepadella sp.1;;;Lepadella;Lepadellidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;
3668;Perifiton;Lepadella sp.2;;;Lepadella;Lepadellidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;
3669;Perifiton;Lepocinclis sp.;;;Lepocinclis;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;
3670;Perifiton;Leptolyngbya sp.;;;Leptolyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3671;Perifiton;Leptolyngbyaceae N.D.;;;Leptolyngbyaceae N.D.;Leptolyngbyaceae N.D.;Synechococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3672;Perifiton;Leptolyngbyaceae N.D.1;;;Leptolyngbyaceae N.D.1;Leptolyngbyaceae N.D.1;Synechococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3673;Perifiton;Luticola acidoclinata;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3674;Perifiton;Luticola cohnii;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3675;Perifiton;Luticola mutica;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3676;Perifiton;Luticola nivalis;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3677;Perifiton;Luticola sp.;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3678;Perifiton;Luticola sp.1;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3679;Perifiton;Luticola sp.2;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3680;Perifiton;Luticola sp.3;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3681;Perifiton;Luticola sp.4;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3682;Perifiton;Luticola ventricosa;;;Luticola;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3683;Perifiton;Lyngbya connectens;;;Lyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3684;Perifiton;Lyngbya martensiana;;Lyngbya martesiana;Lyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3685;Perifiton;Lyngbya sp.;;;Lyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3686;Perifiton;Lyngbya sp.1;;;Lyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3687;Perifiton;Lyngbya sp.2;;;Lyngbya;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3688;Perifiton;Mastogloia elliptica;;;Mastogloia;Mastogloiaceae;Mastogloiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3689;Perifiton;Mastogloia smithii;;;Mastogloia;Mastogloiaceae;Mastogloiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3690;Perifiton;Mastogloia sp.;;;Mastogloia;Mastogloiaceae;Mastogloiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3691;Perifiton;Mastogloia sp.1;;;Mastogloia;Mastogloiaceae;Mastogloiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3692;Perifiton;Melosira italica;;;Melosira;Melosiraceae;Melosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3693;Perifiton;Melosira sp.;;;Melosira;Melosiraceae;Melosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3694;Perifiton;Melosira sp.1;;;Melosira;Melosiraceae;Melosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3695;Perifiton;Melosira sp.3;;;Melosira;Melosiraceae;Melosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3696;Perifiton;Melosira varians;;;Melosira;Melosiraceae;Melosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3697;Perifiton;Meridion circulare;;;Meridion;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3698;Perifiton;Meridion sp.;;;Meridion;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3699;Perifiton;Merismopedia elegans;;;Merismopedia;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3700;Perifiton;Merismopedia glauca;;;Merismopedia;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3701;Perifiton;Merismopedia sp.1;;;Merismopedia;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3702;Perifiton;Merismopedia sp.2;;;Merismopedia;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3703;Perifiton;Microcoleaceae N.D.;;;Microcoleaceae N.D.;Micrococcaceae;Actinomycetales;Actinobacteria N.D.;Actinobacteria;Bacteria;;;;;;;;;
3704;Perifiton;Microcoleus sp.1;;;Microcoleus;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3705;Perifiton;Microcoleus sp.2;;;Microcoleus;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3706;Perifiton;Microcystis sp.;;;Microcystis;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3707;Perifiton;Microcystis sp.1;;;Microcystis;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3708;Perifiton;Microsporaceae N.D.;;;Microsporaceae N.D.;Microsporaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3709;Perifiton;Microthamnion sp.;;;Microthamnion;Microthamniaceae;Microthamniales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;
3710;Perifiton;Monoraphidium contortum;;;Monoraphidium;Selenastraceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3711;Perifiton;Monoraphidium sp.;;;Monoraphidium;Selenastraceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3712;Perifiton;Monoraphidium sp.1;;;Monoraphidium;Selenastraceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3713;Perifiton;Monoraphidium sp.2;;;Monoraphidium;Selenastraceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3714;Perifiton;Mougeotia sp.;;;Mougeotia;Zygnemataceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3715;Perifiton;Mougeotia sp.1;;;Mougeotia;Zygnemataceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3716;Perifiton;Mougeotia sp.3;;;Mougeotia;Zygnemataceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3717;Perifiton;Myxosarcina sp.1;;;Myxosarcina;Pleurocapsaceae;Pleurocapsales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3718;Perifiton;Navicula angusta;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3719;Perifiton;Navicula arvensis;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3720;Perifiton;Navicula bacillum;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3721;Perifiton;Navicula capitata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3722;Perifiton;Navicula capitatoradiata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3723;Perifiton;Navicula cari;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3724;Perifiton;Navicula cincta;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3725;Perifiton;Navicula cipula;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3726;Perifiton;Navicula concentrica;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3727;Perifiton;Navicula cryptocephala;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3728;Perifiton;Navicula cuspidata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3729;Perifiton;Navicula dealpina;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3730;Perifiton;Navicula decussis;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3731;Perifiton;Navicula exigua;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3732;Perifiton;Navicula gottlandica;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3733;Perifiton;Navicula gregaria;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3734;Perifiton;Navicula heimansioides;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3735;Perifiton;Navicula ignota;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3736;Perifiton;Navicula lanceolata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3737;Perifiton;Navicula laterostrata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3738;Perifiton;Navicula leptostriata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3739;Perifiton;Navicula libonensis;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3740;Perifiton;Navicula menisculus;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3741;Perifiton;Navicula mutica;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3742;Perifiton;Navicula novaesiberica;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3743;Perifiton;Navicula oppugnata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3744;Perifiton;Navicula praeterita;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3745;Perifiton;Navicula protracta;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3746;Perifiton;Navicula pseudolanceolata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3747;Perifiton;Navicula pupula;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3748;Perifiton;Navicula radiosa;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3749;Perifiton;Navicula radiosafallax;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3750;Perifiton;Navicula recens;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3751;Perifiton;Navicula rhynchocephala;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3752;Perifiton;Navicula rhyncocephala;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3753;Perifiton;Navicula salinarum;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3754;Perifiton;Navicula schroeteri;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3755;Perifiton;Navicula slesvicensis;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3756;Perifiton;Navicula sp.;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3757;Perifiton;Navicula sp.1;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3758;Perifiton;Navicula sp.10;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3759;Perifiton;Navicula sp.11;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3760;Perifiton;Navicula sp.12;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3761;Perifiton;Navicula sp.13;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3762;Perifiton;Navicula sp.15;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3763;Perifiton;Navicula sp.2;;Navicula sp. 2;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3764;Perifiton;Navicula sp.3;;Navicula sp. 3;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3765;Perifiton;Navicula sp.4;;Navicula sp. 4;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3766;Perifiton;Navicula sp.5;;Navicula sp. 5;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3767;Perifiton;Navicula sp.6;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3768;Perifiton;Navicula sp.7;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3769;Perifiton;Navicula sp.8;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3770;Perifiton;Navicula sp.9;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3771;Perifiton;Navicula splendicula;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3772;Perifiton;Navicula striolata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3773;Perifiton;Navicula subtilissima;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3774;Perifiton;Navicula tripunctata;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3775;Perifiton;Navicula trivialis;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3776;Perifiton;Navicula trophicatrix;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3777;Perifiton;Navicula veneta;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3778;Perifiton;Navicula viridula;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3779;Perifiton;Navicula vulpina;;;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3780;Perifiton;Naviculales N.D.;;;Naviculales N.D.;Naviculales N.D.;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3781;Perifiton;Nebela sp.2;;;Nebela;Nebelidae;Arcellinida;Lobosa;Protozoa;Protozoa;;;;;;;;;
