id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion
3418;Perifiton;Cosmarium bioculatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3419;Perifiton;Cosmarium blyttii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3420;Perifiton;Cosmarium botrytis;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3421;Perifiton;Cosmarium formosulum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3422;Perifiton;Cosmarium granatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3423;Perifiton;Cosmarium humile;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3424;Perifiton;Cosmarium laeve;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3425;Perifiton;Cosmarium menegliri;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3426;Perifiton;Cosmarium ornatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3427;Perifiton;Cosmarium palangula;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3428;Perifiton;Cosmarium praemorsum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3429;Perifiton;Cosmarium pyramidatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3430;Perifiton;Cosmarium sp.;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3431;Perifiton;Cosmarium sp.1;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3432;Perifiton;Cosmarium sp.2;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3433;Perifiton;Cosmarium sp.3;;Cosmarium sp. 3;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3434;Perifiton;Cosmarium sp.4;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3435;Perifiton;Cosmarium sp.5;;Cosmarium sp. 5;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3436;Perifiton;Cosmarium sp.6;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3437;Perifiton;Cosmarium sp.7;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3438;Perifiton;Cosmarium sp.8;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3439;Perifiton;Cosmarium subcostatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3440;Perifiton;Cosmarium venustum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3441;Perifiton;Craticula ambigua;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3442;Perifiton;Craticula cuspidata;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3443;Perifiton;Craticula halophila;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3444;Perifiton;Craticula sp.;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3445;Perifiton;Craticula sp.1;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3446;Perifiton;Craticula sp.2;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3447;Perifiton;Crucigenia sp.1;;;Crucigenia;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3448;Perifiton;Cryptomonas oblonga;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;
3449;Perifiton;Cryptomonas ovata;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;
3450;Perifiton;Cryptomonas sp.1;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;
3451;Perifiton;Cryptomonas sp.2;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;
3452;Perifiton;Cyclostephanos sp.1;;;Cyclostephanos;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3453;Perifiton;Cyclotella helveltica;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3454;Perifiton;Cyclotella sp.1;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3455;Perifiton;Cyclotella sp.2;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3456;Perifiton;Cylindrocystis sp.1;;;Cylindrocystis;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3457;Perifiton;Cylindrospermum sp.1;;;Cylindrospermum;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3458;Perifiton;Cymatopleura sp.;;;Cymatopleura;Surirellaceae;Surirellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3459;Perifiton;Cymbella acuminatum;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3460;Perifiton;Cymbella aequalis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3461;Perifiton;Cymbella affinis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3462;Perifiton;Cymbella amphicephala;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3463;Perifiton;Cymbella aspera;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3464;Perifiton;Cymbella caespitosa;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3465;Perifiton;Cymbella cistula;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3466;Perifiton;Cymbella cuspidata;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3467;Perifiton;Cymbella cymbiformis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3468;Perifiton;Cymbella helvetica;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3469;Perifiton;Cymbella lanceolata;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3470;Perifiton;Cymbella mesiana;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3471;Perifiton;Cymbella microcephala;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3472;Perifiton;Cymbella minuta;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3473;Perifiton;Cymbella muelleri;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3474;Perifiton;Cymbella naviculiformis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3475;Perifiton;Cymbella perpusilla;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3476;Perifiton;Cymbella prostata;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3477;Perifiton;Cymbella pusilla;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3478;Perifiton;Cymbella silesiaca;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3479;Perifiton;Cymbella sp.;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3480;Perifiton;Cymbella sp.1;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3481;Perifiton;Cymbella sp.2;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3482;Perifiton;Cymbella sp.3;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3483;Perifiton;Cymbella sp.4;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3484;Perifiton;Cymbella sp.5;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3485;Perifiton;Cymbella sp.6;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3486;Perifiton;Cymbella sp.9;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3487;Perifiton;Cymbella subaequalis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3488;Perifiton;Cymbella tumida;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3489;Perifiton;Cymbopleura sp.1;;;Cymbopleura;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3490;Perifiton;Cyphoderia sp.;;;Cyphoderia;Cyphoderiidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3491;Perifiton;Cypris pubera;;;Cypris;Cyprididae;Podocopida;Ostracoda;Arthropoda;Animalia;;;;;;;;;
3492;Perifiton;Daphnia longispina;;;Daphnia;Daphniidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;;;;;;;;;
3493;Perifiton;Daphnia magna;;;Daphnia;Daphniidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;;;;;;;;;
3494;Perifiton;Denticula elegans;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3495;Perifiton;Denticula sp.;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3496;Perifiton;Denticula sp.1;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3497;Perifiton;Desmidium sp.1;;;Desmidium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3498;Perifiton;Desmodesmus sp.;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3499;Perifiton;Desmodesmus sp.1;;Desmodesmus sp. 1;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3500;Perifiton;Desmodesmus sp.2;;Desmodesmus sp. 2;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3501;Perifiton;Desmodesmus sp.3;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3502;Perifiton;Desmodesmus sp.4;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3503;Perifiton;Desmogonium sp.1;;;Desmogonium;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3504;Perifiton;Diadesmis sp.1;;;Diadesmis;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3505;Perifiton;Diatoma problematica;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3506;Perifiton;Diatoma problematicum;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3507;Perifiton;Diatoma sp.;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3508;Perifiton;Diatoma sp.1;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3509;Perifiton;Diatoma sp.3;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3510;Perifiton;Diatoma vulgare;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3511;Perifiton;Diatoma vulgaris;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3512;Perifiton;Diatomeas pennadas N.D.;;;;;;;;;;;;;;;;;
3513;Perifiton;Dictyosphaerium sp.2;;;Dictyosphaerium;Dictyosphaeriaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3514;Perifiton;Difflugia sp.;;;Difflugia;Difflugiidae;Arcellinida;Lobosa;Protozoa;Protozoa;;;;;;;;;
3515;Perifiton;Difflugia sp.2;;;Difflugia;Difflugiidae;Arcellinida;Lobosa;Protozoa;Protozoa;;;;;;;;;
3516;Perifiton;Dinobryon sp.1;;;Dinobryon;Dinobryaceae;Ochromonadales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;
3517;Perifiton;Diploneis elliptica;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3518;Perifiton;Diploneis ovalis;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3519;Perifiton;Diploneis sp.;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3520;Perifiton;Diploneis sp.1;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3521;Perifiton;Dolichospermum sp.1;;;Dolichospermum;Aphanizomenonaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3522;Perifiton;Elakatothrix sp.;;;Elakatothrix;Elakatotrichaceae;Klebsormidiales;Klebsormidiophyceae;Charophyta;Plantae;;;;;;;;;
3523;Perifiton;Encyonema caespitosum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3524;Perifiton;Encyonema gracile;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3525;Perifiton;Encyonema gracilis;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3526;Perifiton;Encyonema lunatum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3527;Perifiton;Encyonema minutum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3528;Perifiton;Encyonema muelleri;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3529;Perifiton;Encyonema neogracile;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3530;Perifiton;Encyonema norvegica;;Encyonema norvegicum;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3531;Perifiton;Encyonema silesiacum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3532;Perifiton;Encyonema sp.;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3533;Perifiton;Encyonema sp.1;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3534;Perifiton;Encyonema sp.10;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3535;Perifiton;Encyonema sp.2;;Encyonema sp. 2;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3536;Perifiton;Encyonema sp.3;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3537;Perifiton;Encyonema sp.4;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3538;Perifiton;Encyonema sp.5;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3539;Perifiton;Encyonema sp.6;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3540;Perifiton;Encyonema sp.7;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3541;Perifiton;Encyonema sp.8;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3542;Perifiton;Encyonema triangulum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3543;Perifiton;Encyonema vulgare;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3544;Perifiton;Epithemia adnata;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3545;Perifiton;Epithemia argus;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3546;Perifiton;Epithemia sorex;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3547;Perifiton;Epithemia sp.;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3548;Perifiton;Epithemia sp.2;;Epithemia sp. 2;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3549;Perifiton;Epithemia turgida;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3550;Perifiton;Epithemia zebra;;;Epithemia;Rhopalodiaceae;Rhopalodiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3551;Perifiton;Euastrum bidentatum;;;Euastrum;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3552;Perifiton;Euastrum elegans;;;Euastrum;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3553;Perifiton;Euastrum sp.1;;;Euastrum;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
3554;Perifiton;Eucapsis sp.;;;Eucapsis;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
3555;Fitoplancton;Euchlanis sp.;;;Euchlanis;Euchlanidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;
3556;Perifiton;Eudorina sp.;;;Eudorina;Volvocaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
3557;Perifiton;Euglena sp.;;;Euglena;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;
3558;Perifiton;Euglena sp.1;;;Euglena;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;
3559;Perifiton;Euglena sp.2;;;Euglena;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;
3560;Perifiton;Euglena sp.4;;;Euglena;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;
3561;Perifiton;Euglypha sp.;;;Euglypha;Euglyphidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3562;Perifiton;Euglypha sp.1;;Euglypha sp. 1;Euglypha;Euglyphidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3563;Perifiton;Euglypha sp.2;;Euglypha sp. 2;Euglypha;Euglyphidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3564;Perifiton;Euglypha sp.3;;;Euglypha;Euglyphidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3565;Perifiton;Euglypha sp.4;;;Euglypha;Euglyphidae;Aconchulinida;Filosia;Protozoa;Protozoa;;;;;;;;;
3566;Perifiton;Eunotia bilunaris;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3567;Perifiton;Eunotia curvata;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3568;Perifiton;Eunotia exigua;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3569;Perifiton;Eunotia flexuosa;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3570;Perifiton;Eunotia formica;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3571;Perifiton;Eunotia gibbosa;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3572;Perifiton;Eunotia major;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3573;Perifiton;Eunotia pectinalis;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3574;Perifiton;Eunotia praerrupta;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3575;Perifiton;Eunotia praerupta;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3576;Perifiton;Eunotia pseudogracialis;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3577;Perifiton;Eunotia sp.;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3578;Perifiton;Eunotia sp.1;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3579;Perifiton;Eunotia sp.2;;Eunotia sp. 2;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3580;Perifiton;Eunotia sp.3;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3581;Perifiton;Eunotia sp.4;;;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3582;Perifiton;Fragilaria capucina;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3583;Perifiton;Fragilaria crotonensis;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3584;Perifiton;Fragilaria radians;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3585;Perifiton;Fragilaria sp.;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3586;Perifiton;Fragilaria sp.1;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3587;Perifiton;Fragilaria sp.2;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3588;Perifiton;Fragilaria vaucheriae;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3589;Perifiton;Fragilaria virescens;;;Fragilaria;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3590;Perifiton;Fragilariaceae N.D.;;Fragilariaceae indet.;Fragilariaceae N.D.;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3591;Perifiton;Fragilariaceae N.D.2;;;Fragilariaceae N.D.;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3592;Perifiton;Frustulia franguellii;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3593;Perifiton;Frustulia rhomboides;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3594;Perifiton;Frustulia saxonica;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3595;Perifiton;Frustulia sp.;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3596;Perifiton;Frustulia sp.1;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3597;Perifiton;Frustulia sp.3;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3598;Perifiton;Frustulia spicula;;;Frustulia;Amphipleuraceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
3599;Perifiton;Geissleria decussis;;;Geissleria;Naviculaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
